Date,Ticker,Action
1957-01-01,DTE,added_ticker
1957-01-01,DRI,added_ticker
1957-01-01,WAT,added_ticker
1957-01-01,ED,added_ticker
1957-01-01,RTN,added_ticker
1957-01-01,LHX,added_ticker
1957-01-01,MRK,added_ticker
1957-01-01,DHR,added_ticker
1957-01-01,DE,added_ticker
1957-01-01,IBM,added_ticker
1957-01-01,KLAC,added_ticker
1957-01-01,SRE,added_ticker
1957-01-01,FE,added_ticker
1957-01-01,ROK,added_ticker
1957-01-01,NSC,added_ticker
1957-01-01,D,added_ticker
1957-01-01,SEE,added_ticker
1957-01-01,PAYX,added_ticker
1957-01-01,VLO,added_ticker
1957-01-01,HBAN,added_ticker
1957-01-01,TPR,added_ticker
1957-01-01,VIAB,added_ticker
1957-01-01,BEN,added_ticker
1957-01-01,F,added_ticker
1957-01-01,MTB,added_ticker
1957-01-01,USB,added_ticker
1957-01-01,FITB,added_ticker
1957-01-01,XOM,added_ticker
1957-01-01,OMC,added_ticker
1957-01-01,GLW,added_ticker
1957-01-01,CL,added_ticker
1957-01-01,KO,added_ticker
1957-01-01,CAT,added_ticker
1957-01-01,CPB,added_ticker
1957-01-01,HUM,added_ticker
1957-01-01,BMY,added_ticker
1957-01-01,BA,added_ticker
1957-01-01,WRK,added_ticker
1957-01-01,AEP,added_ticker
1957-01-01,BHGE,added_ticker
1957-01-01,GD,added_ticker
1957-01-01,GE,added_ticker
1957-01-01,ETN,added_ticker
1957-01-01,HSY,added_ticker
1957-01-01,HAL,added_ticker
1957-01-01,WU,added_ticker
